#,PSRJ,P0,P1,DM,BINARY,DIST,DIST_DM,BSURF,
1614,J1840-0643,0.035578,9.54e-20,494.00,BT,4.989,4.989,1.86e+09,
1615,J1840-0753,0.437869,1.00e-16,691.00,*,14.291,14.291,2.12e+11,
1616,J1840-0809,0.955674,2.35e-15,350.07,*,5.744,5.744,1.52e+12,
1617,J1840-0815,1.096442,2.43e-15,233.75,*,4.201,4.201,1.65e+12,
1618,J1840-0840,5.309377,2.37e-14,285.20,*,5.450,5.450,1.13e+13,
1619,J1840-1122,0.940962,6.41e-15,311.00,*,9.981,9.981,2.48e+12,
1620,J1840-1207,0.754470,3.20e-15,290.90,*,10.765,10.765,1.57e+12,
1621,J1840-1419,6.597563,6.35e-15,19.40,*,0.721,0.721,6.55e+12,
1622,J1841+0912,0.381320,1.09e-15,49.16,*,1.664,1.664,6.52e+11,
1623,J1841-0157,0.663332,1.81e-14,475.21,*,7.931,7.931,3.50e+12,
1624,J1841-0310,1.657656,3.35e-16,216.00,*,4.170,4.170,7.54e+11,
1625,J1841-0345,0.204106,5.79e-14,196.64,*,3.793,3.793,3.48e+12,
1626,J1841-0425,0.186149,6.39e-15,325.49,*,4.399,4.399,1.10e+12,
1627,J1841-0456,11.788978,4.09e-11,*,*,9.600,*,7.03e+14,
1628,J1841-0500,0.912916,3.48e-14,532.00,*,4.969,4.969,5.70e+12,
1629,J1841-0524,0.445810,2.33e-13,284.50,*,4.125,4.125,1.03e+13,
1630,J1841-1404,1.334557,6.41e-16,267.00,*,14.207,14.207,9.36e+11,
1631,J1841-7845,0.353603,1.60e-16,41.00,*,2.459,2.459,2.41e+11,
1632,J1842+0257,3.088256,2.96e-14,146.00,*,5.039,5.039,9.67e+12,
1633,J1842+0358,0.233326,8.11e-16,109.90,*,4.224,4.224,4.40e+11,
1634,J1842+0638,0.313016,7.60e-17,212.20,*,16.256,16.256,1.56e+11,
1635,J1842+1332,0.471604,2.16e-16,102.40,*,6.430,6.430,3.23e+11,
1636,J1842-0153,1.054228,6.72e-15,427.20,*,6.870,6.870,2.69e+12,
1637,J1842-0309,0.404920,4.52e-15,955.00,*,8.642,8.642,1.37e+12,
1638,J1842-0359,1.839945,5.08e-16,196.36,*,3.711,3.711,9.78e+11,
1639,J1842-0415,0.526682,2.19e-14,183.78,*,3.605,3.605,3.44e+12,
1640,J1842-0612,0.564475,2.20e-17,485.00,*,5.726,5.726,1.13e+11,
1641,J1842-0800,1.255469,1.94e-16,188.60,*,3.946,3.946,4.99e+11,
1642,J1842-0905,0.344650,1.05e-14,343.10,*,9.712,9.712,1.92e+12,
1643,J1843+0119,1.266998,3.76e-15,252.10,*,6.032,6.032,2.21e+12,
1644,J1843+2024,3.406539,1.04e-15,85.30,*,6.027,6.027,1.90e+12,
1645,J1843-0000,0.880336,7.77e-15,101.36,*,3.328,3.328,2.65e+12,
1646,J1843-0050,0.782598,2.49e-16,507.00,*,8.380,8.380,4.47e+11,
1647,J1843-0137,0.669872,2.47e-15,486.00,*,7.647,7.647,1.30e+12,
1648,J1843-0211,2.027533,1.44e-14,441.18,*,5.930,5.930,5.47e+12,
1649,J1843-0355,0.132314,1.04e-15,797.70,*,5.798,5.798,3.75e+11,
1650,J1843-0408,0.781934,2.39e-15,246.00,*,3.983,3.983,1.38e+12,
1651,J1843-0459,0.754964,8.55e-16,444.64,*,4.890,4.890,8.13e+11,
1652,J1843-0510,0.671614,3.89e-15,257.00,*,4.068,4.068,1.64e+12,
1653,J1843-0702,0.191615,2.14e-15,228.60,*,4.284,4.284,6.47e+11,
1654,J1843-0744,0.475393,1.33e-14,321.00,*,7.052,7.052,2.54e+12,
1655,J1843-0757,2.031940,4.13e-15,254.00,*,5.008,5.008,2.93e+12,
1656,J1843-0806,0.536424,1.71e-14,216.92,*,4.338,4.338,3.07e+12,
1657,J1843-1507,0.583550,7.20e-15,215.50,*,12.018,12.018,2.07e+12,
1658,J1844+1454,0.375465,1.87e-15,41.49,*,1.683,1.683,8.48e+11,
1659,J1844-0030,0.641101,6.09e-15,604.51,*,10.440,10.440,2.00e+12,
1660,J1844-0244,0.507722,1.67e-14,422.13,*,4.900,4.900,2.95e+12,
1661,J1844-0302,1.198630,7.81e-15,533.00,*,5.297,5.297,3.10e+12,
1662,J1844-0310,0.525049,1.02e-14,836.10,*,5.972,5.972,2.35e+12,
1663,J1844-0346,0.112855,1.55e-13,*,*,*,*,4.23e+12,
1664,J1844-0433,0.991030,3.91e-15,123.16,*,3.075,3.075,1.99e+12,
1665,J1844-0452,0.269443,6.80e-16,626.00,*,5.684,5.684,4.33e+11,
1666,J1844-0502,0.335163,6.18e-17,318.00,*,4.579,4.579,1.46e+11,
1667,J1844-0538,0.255704,9.71e-15,411.71,*,5.404,5.404,1.59e+12,
1668,J1845+0623,1.421654,5.42e-16,115.72,*,5.057,5.057,8.88e+11,
1669,J1845-0316,0.207636,8.86e-15,500.00,*,5.063,5.063,1.37e+12,
1670,J1845-0434,0.486760,1.13e-14,229.85,*,4.092,4.092,2.38e+12,
1671,J1845-0545,1.092356,1.35e-14,316.26,*,5.473,5.473,3.89e+12,
1672,J1845-0635,0.340529,4.49e-15,414.50,*,9.407,9.407,1.25e+12,
1673,J1845-0743,0.104695,3.67e-16,281.02,*,7.122,7.122,1.98e+11,
1674,J1845-0826,0.634354,9.35e-15,228.20,*,5.012,5.012,2.46e+12,
1675,J1845-1114,0.206221,2.01e-15,210.27,*,7.050,7.050,6.51e+11,
1676,J1845-1351,2.618918,9.72e-15,197.40,*,9.173,9.173,5.11e+12,
1677,J1846+0051,0.434380,1.12e-14,140.55,*,3.998,3.998,2.23e+12,
1678,J1846+0919,0.225552,9.93e-15,*,*,1.530,*,1.51e+12,
1679,J1846-0257,4.476723,1.61e-13,237.00,*,4.003,4.003,2.71e+13,
1680,J1846-0258,0.326571,7.11e-12,*,*,5.800,*,4.88e+13,
1681,J1846-0500,0.476636,1.64e-15,405.39,*,6.468,6.468,8.94e+11,
1682,J1846-0749,0.350110,1.26e-15,389.13,*,13.987,13.987,6.73e+11,
1683,J1846-07492,0.861380,5.19e-15,190.80,*,4.220,4.220,2.14e+12,
1684,J1846-7403,4.878839,6.06e-15,97.00,*,25.000,25.000,5.50e+12,
1685,J1847-0130,6.707046,1.27e-12,667.00,*,5.825,5.825,9.36e+13,
1686,J1847-0402,0.597809,5.17e-14,141.98,*,3.410,3.410,5.63e+12,
1687,J1847-0427,0.259247,5.90e-18,188.30,*,3.966,3.966,3.96e+10,
1688,J1847-0438,0.957999,1.09e-14,234.80,*,4.432,4.432,3.28e+12,
1689,J1847-0443,0.340832,2.83e-17,455.00,*,8.516,8.516,9.95e+10,
1690,J1847-0605,0.778167,4.63e-15,206.47,*,4.308,4.308,1.92e+12,
1691,J1848+0351,0.191443,6.73e-17,336.60,*,11.771,11.771,1.15e+11,
1692,J1848+0604,2.218605,3.75e-15,240.47,*,12.416,12.416,2.92e+12,
1693,J1848+0647,0.505957,8.75e-15,27.90,*,1.128,1.128,2.13e+12,
1694,J1848+0826,0.328665,2.72e-16,90.68,*,3.840,3.840,3.03e+11,
1695,J1848+1516,2.233770,1.68e-15,77.44,*,3.211,3.211,1.96e+12,
1696,J1848-0023,0.537625,1.61e-15,34.96,*,1.154,1.154,9.40e+11,
1697,J1848-0055,0.274557,1.35e-15,1166.00,*,7.399,7.399,6.16e+11,
1698,J1848-0123,0.659436,5.25e-15,159.99,*,4.400,3.536,1.88e+12,
1699,J1848-0511,1.637129,8.86e-15,418.00,*,8.799,8.799,3.85e+12,
1700,J1848-0601,0.225004,2.87e-16,496.60,*,15.698,15.698,2.57e+11,
1701,J1848-1150,1.312218,1.43e-15,163.40,*,5.647,5.647,1.39e+12,
1702,J1848-1243,0.414383,4.41e-16,91.96,*,3.149,3.149,4.32e+11,
1703,J1848-1414,0.297770,1.41e-17,134.47,*,5.268,5.268,6.55e+10,
1704,J1848-1952,4.308190,2.33e-14,18.23,*,0.751,0.751,1.01e+13,
1705,J1849+0001,0.525650,1.31e-14,188.20,*,3.970,3.970,2.66e+12,
1706,J1849+0009,1.318431,8.78e-14,505.10,*,5.844,5.844,1.09e+13,
1707,J1849+0106,1.832259,1.70e-14,216.24,*,4.587,4.587,5.65e+12,
1708,J1849+0127,0.542155,2.80e-14,207.00,*,4.648,4.648,3.94e+12,
1709,J1849+0409,0.761194,2.16e-14,63.97,*,1.960,1.960,4.10e+12,
1710,J1849+0430,0.421126,1.14e-16,191.00,*,5.928,5.928,2.21e+11,
1711,J1849+1001,0.035189,4.95e-20,79.56,DD,3.190,3.190,1.34e+09,
1712,J1849+2423,0.275641,1.53e-16,62.27,*,3.976,3.976,2.08e+11,
1713,J1849+2559,0.519263,1.80e-16,75.00,*,6.068,6.068,3.09e+11,
1714,J1849-0001,0.038523,1.42e-14,*,*,*,*,7.47e+11,
1715,J1849-0014,0.491754,1.72e-14,345.90,*,4.875,4.875,2.94e+12,
1716,J1849-0040,0.672481,1.11e-14,1267.60,*,7.939,7.939,2.77e+12,
1717,J1849-0317,0.668422,2.21e-14,39.62,*,1.195,1.195,3.89e+12,
1718,J1849-0614,0.953384,5.41e-14,118.14,*,3.506,3.506,7.27e+12,
1719,J1849-0636,1.451362,4.62e-14,148.17,*,3.846,3.846,8.29e+12,
1720,J1850+0026,1.081844,3.55e-16,200.98,*,4.047,4.047,6.28e+11,
1721,J1850+0423,0.290716,9.14e-17,265.80,*,8.234,8.234,1.65e+11,
1722,J1850+1335,0.345583,1.49e-15,60.14,*,2.169,2.169,7.27e+11,
1723,J1850-0002,0.893355,6.46e-15,541.70,*,5.710,5.710,2.43e+12,
1724,J1850-0006,2.191498,4.32e-15,655.00,*,5.831,5.831,3.11e+12,
1725,J1850-0020,1.574737,2.40e-14,602.80,*,5.747,5.747,6.22e+12,
1726,J1850-0026,0.166634,3.91e-14,947.00,*,6.711,6.711,2.58e+12,
1727,J1850-0031,0.734185,1.26e-15,895.00,*,6.502,6.502,9.75e+11,
1728,J1851+0118,0.906977,1.37e-13,418.00,*,5.662,5.662,1.13e+13,
1729,J1851+0233,0.344018,2.18e-15,606.00,*,12.652,12.652,8.77e+11,
1730,J1851+0241,4.491318,2.26e-14,524.30,*,11.114,11.114,1.02e+13,
1731,J1851+0418,0.284698,1.09e-15,115.34,*,4.089,4.089,5.63e+11,
1732,J1851+1259,1.205313,1.13e-14,70.63,*,2.644,2.644,3.74e+12,
1733,J1851-0029,0.518724,4.71e-15,521.11,*,5.494,5.494,1.58e+12,
1734,J1851-0053,1.409066,8.53e-16,24.43,*,0.967,0.967,1.11e+12,
1735,J1851-0114,0.953182,2.48e-15,427.20,*,5.214,5.214,1.56e+12,
1736,J1851-0241,0.435194,7.96e-15,515.00,*,7.922,7.922,1.88e+12,
1737,J1851-0633,1.920302,2.40e-15,229.10,*,6.199,6.199,2.17e+12,
1738,J1852+0008,0.467894,5.68e-15,255.40,*,4.319,4.319,1.65e+12,
1739,J1852+0013,0.957751,1.40e-14,545.00,*,5.581,5.581,3.71e+12,
1740,J1852+0018,0.318763,2.71e-14,454.80,*,5.245,5.245,2.97e+12,
1741,J1852+0031,2.180195,9.70e-14,787.00,*,8.000,6.400,1.47e+13,
1742,J1852+0040,0.104913,8.68e-18,*,*,10.000,*,3.05e+10,
1743,J1852+0305,1.326149,1.02e-16,320.00,*,6.389,6.389,3.72e+11,
1744,J1852-0000,1.920666,2.52e-13,593.10,*,5.776,5.776,2.23e+13,
1745,J1852-0024,0.355429,1.65e-16,292.31,*,4.524,4.524,2.45e+11,
1746,J1852-0033,1.369012,7.92e-15,321.60,*,4.731,4.731,3.33e+12,
1747,J1852-0039,0.802905,3.78e-16,354.00,*,4.883,4.883,5.58e+11,
1748,J1852-0118,0.451473,1.76e-15,285.46,*,4.723,4.723,9.02e+11,
1749,J1852-0127,0.428980,5.16e-15,427.90,*,5.715,5.715,1.51e+12,
1750,J1852-0635,0.524159,1.46e-14,173.60,*,4.570,4.570,2.80e+12,
1751,J1852-0947,3.019694,9.83e-15,239.30,*,13.545,13.545,5.51e+12,
1752,J1852-2610,0.336337,8.71e-17,56.81,*,2.459,2.459,1.73e+11,
1753,J1853+0011,0.397889,3.35e-14,568.80,*,5.815,5.815,3.70e+12,
1754,J1853+0013,0.928596,1.14e-15,309.60,*,4.715,4.715,1.04e+12,
1755,J1853+0023,0.576939,6.50e-17,205.60,*,4.015,4.015,1.96e+11,
1756,J1853+0029,1.876758,2.43e-15,227.39,*,4.163,4.163,2.16e+12,
1757,J1853+0056,0.275578,2.14e-14,180.90,*,3.841,3.841,2.46e+12,
1758,J1853+0259,0.585553,1.12e-16,292.40,*,5.797,5.797,2.59e+11,
1759,J1853+0427,1.320659,2.65e-15,549.30,*,15.732,15.732,1.89e+12,
1760,J1853+0505,0.905137,1.28e-15,279.00,*,8.370,8.370,1.09e+12,
1761,J1853+0545,0.126400,6.12e-16,197.91,*,6.545,6.545,2.82e+11,
1762,J1853+0853,3.914658,5.13e-15,237.00,*,14.400,14.400,4.54e+12,
1763,J1853-0004,0.101437,5.57e-15,437.87,*,5.339,5.339,7.61e+11,
1764,J1853-0649,1.048132,1.55e-15,44.54,*,1.285,1.285,1.29e+12,
1765,J1854+0050,0.767280,5.78e-16,529.20,*,5.720,5.720,6.74e+11,
1766,J1854+0306,4.557820,1.45e-13,192.00,*,4.499,4.499,2.60e+13,
1767,J1854+0317,1.366450,1.85e-15,390.00,*,6.892,6.892,1.61e+12,
1768,J1854+0319,0.628541,5.51e-17,480.20,*,9.524,9.524,1.88e+11,
1769,J1854+1050,0.573197,6.39e-16,207.20,*,13.824,13.824,6.12e+11,
1770,J1854-0036,0.716856,2.26e-15,491.89,*,6.980,6.980,1.29e+12,
1771,J1854-0514,1.279949,1.84e-15,281.10,*,8.723,8.723,1.55e+12,
1772,J1854-0524,0.544021,1.20e-15,192.00,*,5.014,5.014,8.18e+11,
1773,J1854-1421,1.146595,4.16e-15,130.40,*,6.917,6.917,2.21e+12,
1774,J1854-1557,3.453121,4.52e-15,150.00,*,10.895,10.895,4.00e+12,
1775,J1855+0205,0.246817,6.47e-17,867.30,*,7.042,7.042,1.28e+11,
1776,J1855+0235,0.983030,2.15e-17,103.71,*,2.989,2.989,1.47e+11,
1777,J1855+0306,1.633566,7.00e-15,627.00,*,7.477,7.477,3.42e+12,
1778,J1855+0307,0.845358,1.81e-14,401.22,*,5.927,5.927,3.95e+12,
1779,J1855+0422,1.678106,9.29e-16,455.60,*,10.949,10.949,1.26e+12,
1780,J1855+0527,1.393484,2.67e-13,362.00,*,11.642,11.642,1.95e+13,
1781,J1855+0700,0.258685,7.52e-16,244.00,*,10.596,10.596,4.46e+11,
1782,J1855-0941,0.345401,2.39e-16,151.87,*,6.114,6.114,2.91e+11,
1783,J1856+0102,0.620217,1.22e-15,554.00,*,6.543,6.543,8.81e+11,
1784,J1856+0113,0.267440,2.08e-13,96.10,*,3.300,2.808,7.55e+12,
1785,J1856+0211,9.890092,7.80e-16,124.50,*,3.338,3.338,2.81e+12,
1786,J1856+0245,0.080907,6.21e-14,623.50,*,6.318,6.318,2.27e+12,
1787,J1856+0404,0.420252,3.71e-17,341.30,*,6.252,6.252,1.26e+11,
1788,J1856+0912,2.170701,2.63e-15,191.40,*,9.732,9.732,2.42e+12,
1789,J1856-0526,0.370484,1.66e-15,132.19,*,4.037,4.037,7.93e+11,
1790,J1856-3754,7.055203,2.98e-14,*,*,0.160,*,1.47e+13,
1791,J1857+0057,0.356929,5.46e-17,82.47,*,2.512,2.512,1.41e+11,
1792,J1857+0143,0.139760,3.12e-14,249.40,*,4.569,4.569,2.11e+12,
1793,J1857+0210,0.630983,1.40e-14,783.00,*,7.259,7.259,3.01e+12,
1794,J1857+0212,0.415857,4.02e-14,504.92,*,8.000,5.930,4.14e+12,
1795,J1857+0214,0.333918,1.61e-15,982.00,*,7.758,7.758,7.41e+11,
1796,J1857+0224,0.875874,6.15e-17,398.00,*,5.299,5.299,2.35e+11,
1797,J1857+0300,0.772678,2.65e-15,691.00,*,6.665,6.665,1.45e+12,
1798,J1857+0526,0.349951,6.93e-15,464.79,*,12.257,12.257,1.58e+12,
1799,J1857+0809,0.502924,4.74e-15,282.00,*,13.101,13.101,1.56e+12,
1800,J1857-1027,3.687219,1.05e-14,108.90,*,4.046,4.046,6.31e+12,
1801,J1858+0215,0.745828,4.61e-15,702.00,*,7.228,7.228,1.88e+12,
1802,J1858+0239,0.197644,1.40e-14,492.71,*,5.859,5.859,1.68e+12,
1803,J1858+0241,4.693233,2.43e-14,325.90,*,5.077,5.077,1.08e+13,
1804,J1858+0319,0.867444,1.03e-16,284.00,*,4.778,4.778,3.02e+11,
1805,J1858+0346,0.256844,2.04e-15,386.00,*,5.489,5.489,7.33e+11,
1806,J1858-0736,0.551059,5.06e-15,194.00,*,10.144,10.144,1.69e+12,
1807,J1859+0345,1.511509,6.48e-16,559.00,*,6.251,6.251,1.00e+12,
1808,J1859+0430,0.336325,5.30e-17,782.90,*,8.942,8.942,1.35e+11,
1809,J1859+0601,1.044313,2.55e-14,272.40,*,6.436,6.436,5.22e+12,
1810,J1859+0603,0.508561,1.59e-15,379.00,*,9.005,9.005,9.10e+11,
1811,J1859+1526,0.933972,3.93e-15,97.45,*,4.115,4.115,1.94e+12,
1812,J1859+7654,1.393729,5.05e-17,47.25,*,5.980,5.980,2.68e+11,
1813,J1900+0227,0.374262,5.71e-15,201.10,*,4.529,4.529,1.48e+12,
1814,J1900+0438,0.312314,3.23e-15,627.00,*,6.988,6.988,1.02e+12,
1815,J1900+0634,0.389872,5.12e-15,323.59,*,8.595,8.595,1.43e+12,
1816,J1900+4221,4.341134,9.05e-15,68.14,*,10.079,10.079,6.34e+12,
1817,J1900+5106,0.337759,3.20e-16,71.60,*,25.000,25.000,3.33e+11,
1818,J1900-0051,0.385194,1.42e-16,136.55,*,4.229,4.229,2.37e+11,
1819,J1900-0134,1.832332,3.05e-14,178.10,*,4.848,4.848,7.56e+12,
1820,J1900-0933,1.423889,2.32e-16,162.70,*,10.062,10.062,5.81e+11,
1821,J1900-2600,0.612209,2.05e-16,37.99,*,0.700,1.244,3.58e+11,
1822,J1900-7951,1.279193,1.86e-15,39.00,*,2.375,2.375,1.56e+12,
1823,J1901+0124,0.318819,3.25e-15,314.75,*,6.600,6.600,1.03e+12,
1824,J1901+0156,0.288221,2.36e-15,105.39,*,3.229,3.229,8.34e+11,
1825,J1901+0234,0.885240,2.30e-14,404.00,*,7.544,7.544,4.57e+12,
1826,J1901+0254,1.299693,4.56e-16,185.00,*,4.300,4.300,7.79e+11,
1827,J1901+0320,0.636584,5.23e-16,394.80,*,5.909,5.909,5.84e+11,
1828,J1901+0331,0.655456,7.46e-15,401.19,*,7.000,6.047,2.24e+12,
1829,J1901+0355,0.554756,1.27e-14,547.00,*,6.687,6.687,2.69e+12,
1830,J1901+0413,2.663080,1.32e-13,352.00,*,5.315,5.315,1.89e+13,
1831,J1901+0435,0.690576,8.67e-15,920.00,*,8.725,8.725,2.48e+12,
1832,J1901+0459,0.877044,1.57e-14,1108.00,*,12.064,12.064,3.75e+12,
1833,J1901+0510,0.614757,3.11e-14,435.50,*,5.954,5.954,4.42e+12,
1834,J1901+0511,4.600369,2.53e-14,410.00,*,5.831,5.831,1.09e+13,
1835,J1901+0621,0.832002,1.80e-17,94.00,*,3.227,3.227,1.24e+11,
1836,J1901+0658,0.075744,2.17e-19,125.88,BT,3.823,3.823,4.10e+09,
1837,J1901+0716,0.644001,2.29e-15,252.61,*,3.400,7.226,1.23e+12,
1838,J1901+1306,1.830857,1.31e-16,75.10,*,2.499,2.499,4.96e+11,
1839,J1901-0312,0.355727,2.29e-15,107.17,*,3.773,3.773,9.14e+11,
1840,J1901-0315,0.801693,2.57e-15,242.60,*,8.447,8.447,1.45e+12,
1841,J1901-0906,1.781929,1.64e-15,72.61,*,2.000,2.892,1.73e+12,
1842,J1901-1740,1.956858,8.23e-16,24.40,*,0.894,0.894,1.28e+12,
1843,J1902+0235,0.415394,9.48e-17,280.49,*,6.067,6.067,2.01e+11,
1844,J1902+0248,1.223777,2.41e-15,272.00,*,5.945,5.945,1.74e+12,
1845,J1902+0556,0.746577,1.29e-14,177.49,*,3.600,4.197,3.14e+12,
1846,J1902+0615,0.673507,7.71e-15,502.93,*,7.000,7.174,2.31e+12,
1847,J1902+0723,0.487813,2.10e-16,105.00,*,3.328,3.328,3.24e+11,
1848,J1902+1141,0.409140,2.59e-15,269.12,*,13.888,13.888,1.04e+12,
1849,J1902-0340,1.524672,2.00e-15,114.00,*,4.049,4.049,1.77e+12,
1850,J1902-1036,0.786814,7.54e-15,96.30,*,4.073,4.073,2.46e+12,
1851,J1903+0135,0.729308,4.03e-15,244.88,*,3.300,5.997,1.73e+12,
1852,J1903+0415,1.151399,2.27e-16,481.90,*,7.598,7.598,5.17e+11,
1853,J1903+0601,0.374129,1.92e-14,386.11,*,5.874,5.874,2.72e+12,
1854,J1903+0654,0.791232,1.06e-14,329.00,*,5.922,5.922,2.93e+12,
1855,J1903+0845,0.153150,9.20e-17,129.56,*,4.308,4.308,1.20e+11,
1856,J1903+0851,1.231882,2.72e-14,83.00,*,2.679,2.679,5.85e+12,
1857,J1903+0912,0.166314,1.48e-14,362.80,*,11.853,11.853,1.59e+12,
1858,J1903+0925,0.357155,3.69e-14,162.00,*,6.256,6.256,3.67e+12,
1859,J1903+2225,0.651185,4.45e-16,109.20,*,5.755,5.755,5.45e+11,
1860,J1903-0258,0.301459,6.79e-16,114.10,*,4.069,4.069,4.58e+11,
1861,J1903-0632,0.431889,3.38e-15,195.61,*,12.449,12.449,1.22e+12,
1862,J1903-0848,0.887325,1.33e-15,66.99,*,2.612,2.612,1.10e+12,
1863,J1904+0004,0.139525,1.18e-16,233.25,*,6.355,6.355,1.30e+11,
1864,J1904+0056,0.438089,4.00e-18,127.00,*,1.525,1.525,4.24e+10,
1865,J1904+0412,0.071095,1.10e-19,185.90,BT,4.590,4.590,2.83e+09,
1866,J1904+0738,0.208959,4.11e-16,278.33,*,6.156,6.156,2.96e+11,
1867,J1904+0800,0.263356,1.73e-14,440.09,*,10.987,10.987,2.16e+12,
1868,J1904+1011,1.856570,2.76e-16,137.11,*,5.602,5.602,7.24e+11,
1869,J1904-0150,0.379387,8.90e-16,162.20,*,5.192,5.192,5.88e+11,
1870,J1904-1224,0.750809,7.42e-16,118.28,*,7.274,7.274,7.56e+11,
1871,J1904-1629,1.541412,3.19e-15,145.00,*,25.000,25.000,2.24e+12,
1872,J1905+0600,0.441210,1.11e-15,728.44,*,8.781,8.781,7.07e+11,
1873,J1905+0616,0.989797,1.35e-13,256.05,*,4.952,4.952,1.17e+13,
1874,J1905+0656,2.511763,3.87e-16,24.20,*,1.043,1.043,9.98e+11,
1875,J1905+0709,0.648044,4.94e-15,244.28,*,4.969,4.969,1.81e+12,
1876,J1905+0758,1.192649,4.59e-17,197.10,*,4.766,4.766,2.37e+11,
1877,J1905+0902,0.218254,3.50e-15,433.50,*,11.559,11.559,8.84e+11,
1878,J1905+0936,1.634497,1.50e-15,417.96,*,12.449,12.449,1.58e+12,
1879,J1905+1034,1.726810,2.07e-14,164.00,*,6.910,6.910,6.05e+12,
1880,J1905-0056,0.643184,3.06e-15,228.80,*,7.628,7.628,1.42e+12,
1881,J1906+0414,1.043362,1.15e-14,349.00,*,10.044,10.044,3.50e+12,
1882,J1906+0509,0.397590,5.22e-15,99.50,*,3.091,3.091,1.46e+12,
1883,J1906+0641,0.267277,2.14e-15,472.15,*,7.000,6.812,7.65e+11,
1884,J1906+0649,1.286564,1.52e-16,250.16,*,4.966,4.966,4.48e+11,
1885,J1906+0722,0.111524,3.59e-14,*,*,*,*,2.02e+12,
1886,J1906+0724,1.536490,3.00e-15,476.40,*,6.918,6.918,2.17e+12,
1887,J1906+0746,0.144073,2.03e-14,217.75,DD,7.400,4.821,1.73e+12,
1888,J1906+0757,0.057189,1.16e-19,79.10,*,2.468,2.468,2.61e+09,
1889,J1906+0912,0.775345,1.22e-16,265.97,*,7.445,7.445,3.12e+11,
1890,J1906+1854,1.019093,2.05e-16,156.77,*,6.721,6.721,4.63e+11,
1891,J1907+0249,0.351879,1.14e-15,261.00,*,8.749,8.749,6.40e+11,
1892,J1907+0255,0.618761,2.23e-16,257.00,*,8.217,8.217,3.76e+11,
1893,J1907+0345,0.240153,8.22e-15,311.70,*,9.482,9.482,1.42e+12,
1894,J1907+0534,1.138403,3.15e-15,524.00,*,11.859,11.859,1.92e+12,
1895,J1907+0602,0.106633,8.68e-14,82.10,*,2.370,2.576,3.08e+12,
1896,J1907+0631,0.323648,4.52e-13,429.40,*,3.400,6.795,1.22e+13,
1897,J1907+0731,0.363686,1.84e-14,239.97,*,4.994,4.994,2.62e+12,
1898,J1907+0740,0.574698,6.66e-16,334.66,*,5.833,5.833,6.26e+11,
1899,J1907+0833,0.167628,3.70e-15,511.68,*,8.309,8.309,7.96e+11,
1900,J1907+0859,1.527042,5.54e-15,190.00,*,4.988,4.988,2.94e+12,
1901,J1907+0918,0.226107,9.43e-14,357.80,*,8.221,8.221,4.67e+12,
1902,J1907+0919,5.198346,9.20e-11,*,*,*,*,7.00e+14,
1903,J1907+1149,1.420160,1.60e-13,202.80,*,7.622,7.622,1.52e+13,
1904,J1907+1247,0.827097,1.95e-15,257.00,*,10.526,10.526,1.28e+12,
1905,J1907+4002,1.235757,5.41e-16,30.97,*,2.460,2.460,8.27e+11,
1906,J1907-1018,1.765776,7.39e-15,90.99,*,4.255,4.255,3.65e+12,
1907,J1907-1532,0.632235,3.08e-15,72.60,*,3.475,3.475,1.41e+12,
1908,J1908+0457,0.846793,9.80e-16,360.00,*,10.954,10.954,9.22e+11,
1909,J1908+0500,0.291023,2.59e-15,201.24,*,5.841,5.841,8.79e+11,
1910,J1908+0558,0.168678,2.28e-15,457.70,*,10.617,10.617,6.27e+11,
1911,J1908+0734,0.212353,8.22e-16,11.10,*,0.669,0.669,4.23e+11,
1912,J1908+0833,0.512111,1.99e-15,700.00,*,11.320,11.320,1.02e+12,
1913,J1908+0839,0.185397,2.39e-15,512.00,*,8.283,8.283,6.73e+11,
1914,J1908+0909,0.336578,3.48e-14,466.02,*,8.862,8.862,3.46e+12,
1915,J1908+0916,0.830270,8.42e-17,250.41,*,5.560,5.560,2.68e+11,
1916,J1908+1351,3.174832,3.70e-15,180.59,*,6.845,6.845,3.47e+12,
1917,J1908+2351,0.377578,1.70e-17,101.69,*,5.405,5.405,8.11e+10,
1918,J1909+0007,1.016953,5.52e-15,112.76,*,4.358,4.358,2.40e+12,
1919,J1909+0254,0.989836,5.53e-15,171.73,*,4.500,5.889,2.37e+12,
1920,J1909+0616,0.755993,2.06e-14,352.00,*,9.338,9.338,3.99e+12,
1921,J1909+0641,0.741762,3.22e-15,36.70,*,1.325,1.325,1.56e+12,
1922,J1909+0749,0.237161,1.52e-13,539.36,*,8.286,8.286,6.07e+12,
1923,J1909+0912,0.222972,3.59e-14,423.05,*,7.630,7.630,2.86e+12,
1924,J1909+1102,0.283643,2.64e-15,149.82,*,4.800,4.784,8.76e+11,
1925,J1909+1148,0.448945,7.25e-17,199.80,*,7.125,7.125,1.83e+11,
1926,J1909+1205,1.229312,3.40e-15,302.50,*,10.130,10.130,2.07e+12,
1927,J1909+1450,0.996108,2.19e-16,119.50,*,4.411,4.411,4.73e+11,
1928,J1909+1859,0.542451,9.70e-17,64.52,*,2.447,2.447,2.32e+11,
1929,J1910+0225,0.337855,2.61e-16,209.63,*,8.002,8.002,3.01e+11,
1930,J1910+0358,2.330266,4.47e-15,83.87,*,2.859,2.859,3.27e+12,
1931,J1910+0435,0.664679,1.72e-14,297.00,*,11.322,11.322,3.43e+12,
